,rank,country,participant,result,discipline,event,olympic_host,olympic_game_year,gender
22,0,GDR,johanna schaller-klier,12.770,Athletics,100m hurdles,Montreal,1976,women
23,1,URS,tatiana anisimova,12.780,Athletics,100m hurdles,Montreal,1976,women
24,2,URS,natalya lebedeva,12.800,Athletics,100m hurdles,Montreal,1976,women
33,0,TTO,hasely crawford,10.060,Athletics,100m,Montreal,1976,men
34,1,JAM,donald quarrie,10.080,Athletics,100m,Montreal,1976,men
35,2,URS,valeriy borzov,10.140,Athletics,100m,Montreal,1976,men
45,0,FRG,annegret richter,11.080,Athletics,100m,Montreal,1976,women
46,1,GDR,renate stecher,11.130,Athletics,100m,Montreal,1976,women
47,2,FRG,inge helten,11.170,Athletics,100m,Montreal,1976,women
54,0,FRA,guy drut,13.300,Athletics,110m hurdles,Montreal,1976,men
55,1,CUB,alejandro casañas,13.330,Athletics,110m hurdles,Montreal,1976,men
56,2,USA,willie davenport,13.380,Athletics,110m hurdles,Montreal,1976,men
63,0,NZL,john walker,00:03:39.170,Athletics,1500m,Montreal,1976,men
64,1,BEL,ivo van damme,00:03:39.270,Athletics,1500m,Montreal,1976,men
65,2,FRG,paul-heinz wellmann,00:03:39.330,Athletics,1500m,Montreal,1976,men
76,0,URS,tatiana kazankina,00:04:05.480,Athletics,1500m,Montreal,1976,women
77,1,GDR,gunhild hoffmeister,00:04:06.020,Athletics,1500m,Montreal,1976,women
78,2,GDR,ulrike klapezynski-bruns,00:04:06.090,Athletics,1500m,Montreal,1976,women
86,0,JAM,donald quarrie,20.230,Athletics,200m,Montreal,1976,men
87,1,USA,millard frank jr. hampton,20.290,Athletics,200m,Montreal,1976,men
88,2,USA,dwayne eugene evans,20.430,Athletics,200m,Montreal,1976,men
106,0,GDR,bärbel eckert-wöckel,22.370,Athletics,200m,Montreal,1976,women
107,1,FRG,annegret richter,22.390,Athletics,200m,Montreal,1976,women
108,2,GDR,renate stecher,22.470,Athletics,200m,Montreal,1976,women
122,0,MEX,daniel bautista rocha,01:24:40.600,Athletics,20km walk,Montreal,1976,men
123,1,GDR,hans reimann,01:25:13.800,Athletics,20km walk,Montreal,1976,men
124,2,GDR,peter frenkel,01:25:29.400,Athletics,20km walk,Montreal,1976,men
160,0,SWE,anders garderud,00:08:08.020,Athletics,3000m steeplechase,Montreal,1976,men
161,1,POL,bronislaw malinowski,00:08:09.110,Athletics,3000m steeplechase,Montreal,1976,men
162,2,GDR,frank baumgartl,00:08:10.360,Athletics,3000m steeplechase,Montreal,1976,men
174,0,USA,edwin moses,47.630,Athletics,400m hurdles,Montreal,1976,men
175,1,USA,michael lyle shine,48.690,Athletics,400m hurdles,Montreal,1976,men
176,2,URS,yevgeni gavrilenko,49.450,Athletics,400m hurdles,Montreal,1976,men
185,0,CUB,alberto juantorena,44.260,Athletics,400m,Montreal,1976,men
186,1,USA,frederick vaughn newhouse,44.400,Athletics,400m,Montreal,1976,men
187,2,USA,herman ronald frazier,44.950,Athletics,400m,Montreal,1976,men
195,0,POL,irena szewińska,49.280,Athletics,400m,Montreal,1976,women
196,1,GDR,christina brehmer-lathan,50.510,Athletics,400m,Montreal,1976,women
197,2,GDR,ellen stropahl-streidt,50.550,Athletics,400m,Montreal,1976,women
207,0,,,38.330,Athletics,4x100m relay,Montreal,1976,men
208,1,,,38.660,Athletics,4x100m relay,Montreal,1976,men
209,2,,,38.780,Athletics,4x100m relay,Montreal,1976,men
227,0,,,42.550,Athletics,4x100m relay,Montreal,1976,women
228,1,,,42.590,Athletics,4x100m relay,Montreal,1976,women
229,2,,,43.090,Athletics,4x100m relay,Montreal,1976,women
240,0,,,00:02:58.650,Athletics,4x400m relay,Montreal,1976,men
241,1,,,00:03:01.430,Athletics,4x400m relay,Montreal,1976,men
242,2,,,00:03:01.980,Athletics,4x400m relay,Montreal,1976,men
257,0,,,00:03:19.230,Athletics,4x400m relay,Montreal,1976,women
258,1,,,00:03:22.810,Athletics,4x400m relay,Montreal,1976,women
259,2,,,00:03:24.240,Athletics,4x400m relay,Montreal,1976,women
269,0,FIN,lasse artturi virén,00:13:24.760,Athletics,5000m,Montreal,1976,men
270,1,NZL,dick theodorus quax,00:13:25.160,Athletics,5000m,Montreal,1976,men
271,2,FRG,klaus-peter hildenbrand,00:13:25.380,Athletics,5000m,Montreal,1976,men
290,0,CUB,alberto juantorena,00:01:43.500,Athletics,800m,Montreal,1976,men
291,1,BEL,ivo van damme,00:01:43.860,Athletics,800m,Montreal,1976,men
292,2,USA,richard charles wohlhuter,00:01:44.120,Athletics,800m,Montreal,1976,men
301,0,URS,tatiana kazankina,00:01:54.940,Athletics,800m,Montreal,1976,women
302,1,BUL,nikolina shtereva,00:01:55.420,Athletics,800m,Montreal,1976,women
303,2,GDR,elfi zinn,00:01:55.600,Athletics,800m,Montreal,1976,women
311,0,USA,william bruce jenner,714,Athletics,decathlon,Montreal,1976,men
312,1,FRG,guido kratschmer,595,Athletics,decathlon,Montreal,1976,men
313,2,URS,nikolai avilov,614,Athletics,decathlon,Montreal,1976,men
341,0,USA,malcolm maurice wilkins,67.5,Athletics,discus throw,Montreal,1976,men
342,1,GDR,wolfgang schmidt,66.22,Athletics,discus throw,Montreal,1976,men
343,2,USA,john gates powell,65.7,Athletics,discus throw,Montreal,1976,men
357,0,GDR,evelin schlaak-jahl,69,Athletics,discus throw,Montreal,1976,women
358,1,BUL,maria vergova-petkova,67.3,Athletics,discus throw,Montreal,1976,women
359,2,GDR,gabriele hinzmann,66.84,Athletics,discus throw,Montreal,1976,women
371,0,URS,yury sedykh,77.52,Athletics,hammer throw,Montreal,1976,men
372,1,URS,aleksei spiridonov,76.08,Athletics,hammer throw,Montreal,1976,men
373,2,URS,anatoli bondarchuk,75.48,Athletics,hammer throw,Montreal,1976,men
383,0,POL,jacek wszola,2.25,Athletics,high jump,Montreal,1976,men
384,1,CAN,gregory joy,2.23,Athletics,high jump,Montreal,1976,men
385,2,USA,dwight edwin stones,2.21,Athletics,high jump,Montreal,1976,men
401,0,GDR,rosemarie witschas-ackermann,1.93,Athletics,high jump,Montreal,1976,women
402,1,ITA,sara simeoni,1.91,Athletics,high jump,Montreal,1976,women
403,2,BUL,yordanka blagoeva-dimitrova,1.91,Athletics,high jump,Montreal,1976,women
426,0,HUN,miklos nemeth,94.58,Athletics,javelin throw,Montreal,1976,men
427,1,FIN,hannu juhani siitonen,87.92,Athletics,javelin throw,Montreal,1976,men
428,2,ROU,gheorghe megelea,87.16,Athletics,javelin throw,Montreal,1976,men
442,0,GDR,ruth fuchs,65.94,Athletics,javelin throw,Montreal,1976,women
443,1,FRG,marion becker-steiner,64.7,Athletics,javelin throw,Montreal,1976,women
444,2,USA,kathryn joan schmidt,63.96,Athletics,javelin throw,Montreal,1976,women
456,0,USA,arnie robinson,8.35,Athletics,long jump,Montreal,1976,men
457,1,USA,randel luvelle williams,8.11,Athletics,long jump,Montreal,1976,men
458,2,GDR,frank wartenberg,8.02,Athletics,long jump,Montreal,1976,men
468,0,GDR,angela voigt,6.72,Athletics,long jump,Montreal,1976,women
469,1,USA,catherine laverne mcmillan,6.66,Athletics,long jump,Montreal,1976,women
470,2,URS,lidiya alfeyeva,6.6,Athletics,long jump,Montreal,1976,women
483,0,GDR,waldemar cierpinski,02:09:55.000,Athletics,marathon,Montreal,1976,men
484,1,USA,frank charles shorter,02:10:45.800,Athletics,marathon,Montreal,1976,men
485,2,BEL,karel lismont,02:11:12.600,Athletics,marathon,Montreal,1976,men
554,0,GDR,siegrun siegl,1027,Athletics,pentathlon,Montreal,1976,women
555,1,GDR,christine bodner-laser,988,Athletics,pentathlon,Montreal,1976,women
556,2,GDR,burglinde pollak,972,Athletics,pentathlon,Montreal,1976,women
574,0,POL,tadeusz slusarski,5.5,Athletics,pole vault,Montreal,1976,men
575,1,FIN,antti tapani kalliomäki,5.5,Athletics,pole vault,Montreal,1976,men
576,2,USA,david luther roberts,5.5,Athletics,pole vault,Montreal,1976,men
598,0,GDR,udo beyer,21.05,Athletics,shot put,Montreal,1976,men
599,1,URS,yevgeni mironov,21.03,Athletics,shot put,Montreal,1976,men
600,2,URS,aleksandr baryshnikov,21,Athletics,shot put,Montreal,1976,men
611,0,BUL,ivanka mikailova christova-todorova,20.19,Athletics,shot put,Montreal,1976,women
612,1,URS,nadezhda chizhova,x,Athletics,shot put,Montreal,1976,women
613,2,TCH,helena fibingerova,x,Athletics,shot put,Montreal,1976,women
624,0,URS,viktor saneev,17.29,Athletics,triple jump,Montreal,1976,men
625,1,USA,james a. butts,17.18,Athletics,triple jump,Montreal,1976,men
626,2,BRA,joao carlos de oliveira,16.9,Athletics,triple jump,Montreal,1976,men
331,0,USA,brian stuart goodell,00:15:02.400,Swimming,1500m freestyle,Montreal,1976,men
332,1,USA,robert william hackett,00:15:03.910,Swimming,1500m freestyle,Montreal,1976,men
333,2,AUS,stephen holland,00:15:04.660,Swimming,1500m freestyle,Montreal,1976,men
0,0,URS,vasily alekseyev,OR,Weightlifting,110kg super heavyweight,Montreal,1976,men
11,0,URS,aleksandr voronin,=WR,Weightlifting,52kg flyweight,Montreal,1976,men
34,0,URS,nikolai kolesnikov,OR,Weightlifting,56 - 60kg (featherweight),Montreal,1976,men
51,0,BUL,norayr nurikyan,WR,Weightlifting,56kg bantamweight,Montreal,1976,men
98,0,BUL,yordan mitkov,OR,Weightlifting,67.5-75kg middleweight,Montreal,1976,men
115,0,URS,valeri shary,OR,Weightlifting,75  825kg lightheavyweight,Montreal,1976,men
132,0,URS,david rigert,OR,Weightlifting,825  90kg middleheavyweight,Montreal,1976,men
151,0,URS,yury zaytsev,OR,Weightlifting,91  110kg heavyweight,Montreal,1976,men
152,1,BUL,krastyu semerdzhiev,OR,Weightlifting,91  110kg heavyweight,Montreal,1976,men
0,0,ETH,miruts yifter,00:27:42.700,Athletics,10000m,Moscow,1980,men
1,1,FIN,kaarlo maaninka,00:27:44.300,Athletics,10000m,Moscow,1980,men
2,2,ETH,mohamed kedir,00:27:44.700,Athletics,10000m,Moscow,1980,men
24,0,URS,vera komisova,12.560,Athletics,100m hurdles,Moscow,1980,women
25,1,GDR,johanna schaller-klier,12.630,Athletics,100m hurdles,Moscow,1980,women
26,2,POL,lucyna langer,12.650,Athletics,100m hurdles,Moscow,1980,women
35,0,GBR,allan wells,10.250,Athletics,100m,Moscow,1980,men
36,1,CUB,silvio leonard sarria,10.250,Athletics,100m,Moscow,1980,men
37,2,BUL,peter petrov,10.390,Athletics,100m,Moscow,1980,men
43,0,URS,lyudmila kondratyeva,11.060,Athletics,100m,Moscow,1980,women
44,1,GDR,marlies oelsner-göhr,11.070,Athletics,100m,Moscow,1980,women
45,2,GDR,ingrid auerswald-lange,11.140,Athletics,100m,Moscow,1980,women
52,0,GDR,thomas munkelt,13.390,Athletics,110m hurdles,Moscow,1980,men
53,1,CUB,alejandro casañas,13.400,Athletics,110m hurdles,Moscow,1980,men
54,2,URS,aleksandr puchkov,13.440,Athletics,110m hurdles,Moscow,1980,men
61,0,GBR,sebastian coe,00:03:38.400,Athletics,1500m,Moscow,1980,men
62,1,GDR,jürgen straub,00:03:38.800,Athletics,1500m,Moscow,1980,men
63,2,GBR,steve ovett,00:03:39.000,Athletics,1500m,Moscow,1980,men
71,0,URS,tatiana kazankina,00:03:56.600,Athletics,1500m,Moscow,1980,women
72,1,GDR,christiane stoll-wartenberg,00:03:57.800,Athletics,1500m,Moscow,1980,women
73,2,URS,nadezhda olizarenko,00:03:59.600,Athletics,1500m,Moscow,1980,women
82,0,ITA,pietro mennea,20.190,Athletics,200m,Moscow,1980,men
83,1,GBR,allan wells,20.210,Athletics,200m,Moscow,1980,men
84,2,JAM,donald quarrie,20.290,Athletics,200m,Moscow,1980,men
98,0,GDR,bärbel eckert-wöckel,22.030,Athletics,200m,Moscow,1980,women
99,1,URS,natalia bochina,22.190,Athletics,200m,Moscow,1980,women
100,2,JAM,merlene ottey-page,22.200,Athletics,200m,Moscow,1980,women
112,0,ITA,maurizio damilano,01:23:35.500,Athletics,20km walk,Moscow,1980,men
113,1,URS,pyotr pochenchuk,01:24:45.400,Athletics,20km walk,Moscow,1980,men
114,2,GDR,roland wieser,01:25:58.200,Athletics,20km walk,Moscow,1980,men
146,0,POL,bronislaw malinowski,00:08:09.700,Athletics,3000m steeplechase,Moscow,1980,men
147,1,TAN,filbert bayi,00:08:12.500,Athletics,3000m steeplechase,Moscow,1980,men
148,2,ETH,eshetu tura,00:08:13.600,Athletics,3000m steeplechase,Moscow,1980,men
161,0,GDR,volker beck,48.700,Athletics,400m hurdles,Moscow,1980,men
162,1,URS,vasily arkhipenko,48.860,Athletics,400m hurdles,Moscow,1980,men
163,2,GBR,gary oakes,49.110,Athletics,400m hurdles,Moscow,1980,men
172,0,URS,viktor markin,44.600,Athletics,400m,Moscow,1980,men
173,1,AUS,richard mitchell,44.840,Athletics,400m,Moscow,1980,men
174,2,GDR,frank schaffer,44.870,Athletics,400m,Moscow,1980,men
187,0,GDR,marita koch,48.880,Athletics,400m,Moscow,1980,women
188,1,TCH,jarmila kratohvilova,49.460,Athletics,400m,Moscow,1980,women
189,2,GDR,christina brehmer-lathan,49.660,Athletics,400m,Moscow,1980,women
196,0,,,38.260,Athletics,4x100m relay,Moscow,1980,men
197,1,,,38.330,Athletics,4x100m relay,Moscow,1980,men
198,2,,,38.530,Athletics,4x100m relay,Moscow,1980,men
205,0,,,41.600,Athletics,4x100m relay,Moscow,1980,women
206,1,,,42.100,Athletics,4x100m relay,Moscow,1980,women
207,2,,,42.430,Athletics,4x100m relay,Moscow,1980,women
213,0,,,00:03:01.100,Athletics,4x400m relay,Moscow,1980,men
214,1,,,00:03:01.300,Athletics,4x400m relay,Moscow,1980,men
215,2,,,00:03:04.300,Athletics,4x400m relay,Moscow,1980,men
224,0,,,00:03:20.200,Athletics,4x400m relay,Moscow,1980,women
225,1,,,00:03:20.400,Athletics,4x400m relay,Moscow,1980,women
226,2,,,00:03:27.500,Athletics,4x400m relay,Moscow,1980,women
233,0,ETH,miruts yifter,00:13:21.000,Athletics,5000m,Moscow,1980,men
234,1,TAN,suleiman nyambui,00:13:21.600,Athletics,5000m,Moscow,1980,men
235,2,FIN,kaarlo maaninka,00:13:22.000,Athletics,5000m,Moscow,1980,men
247,0,GDR,hartwig gauder,03:49:24.000,Athletics,50km walk,Moscow,1980,men
248,1,ESP,jorge llopart ribas,03:51:25.000,Athletics,50km walk,Moscow,1980,men
249,2,URS,yevgeny ivchenko,03:56:32.000,Athletics,50km walk,Moscow,1980,men
276,0,GBR,steve ovett,00:01:45.400,Athletics,800m,Moscow,1980,men
277,1,GBR,sebastian coe,00:01:45.900,Athletics,800m,Moscow,1980,men
278,2,URS,nikolai kirov,00:01:46.000,Athletics,800m,Moscow,1980,men
284,0,URS,nadezhda olizarenko,00:01:53.500,Athletics,800m,Moscow,1980,women
285,1,URS,olga mineeva,00:01:54.900,Athletics,800m,Moscow,1980,women
286,2,URS,tatiana providokhina,00:01:55.500,Athletics,800m,Moscow,1980,women
293,0,GBR,daley thompson,525,Athletics,decathlon,Moscow,1980,men
294,1,URS,yuri kutsenko,641,Athletics,decathlon,Moscow,1980,men
295,2,URS,sergei zhelanov,606,Athletics,decathlon,Moscow,1980,men
314,0,URS,viktor rashchupkin,66.64,Athletics,discus throw,Moscow,1980,men
315,1,TCH,imrich bugar,66.38,Athletics,discus throw,Moscow,1980,men
316,2,CUB,luis delis,66.32,Athletics,discus throw,Moscow,1980,men
327,0,GDR,evelin schlaak-jahl,69.96,Athletics,discus throw,Moscow,1980,women
328,1,BUL,maria vergova-petkova,67.9,Athletics,discus throw,Moscow,1980,women
329,2,URS,tatyana lesovaya,67.4,Athletics,discus throw,Moscow,1980,women
341,0,URS,yury sedykh,81.8,Athletics,hammer throw,Moscow,1980,men
342,1,URS,sergey litvinov,80.64,Athletics,hammer throw,Moscow,1980,men
343,2,URS,juri augustovitch tamm,78.96,Athletics,hammer throw,Moscow,1980,men
353,0,GDR,gerd wessig,2.36,Athletics,high jump,Moscow,1980,men
354,1,POL,jacek wszola,2.31,Athletics,high jump,Moscow,1980,men
355,2,GDR,jörg freimuth,2.31,Athletics,high jump,Moscow,1980,men
369,0,ITA,sara simeoni,1.97,Athletics,high jump,Moscow,1980,women
370,1,POL,urszula kielan,1.94,Athletics,high jump,Moscow,1980,women
371,2,GDR,jutta kirst,1.94,Athletics,high jump,Moscow,1980,women
382,0,URS,dainis kula,91.2,Athletics,javelin throw,Moscow,1980,men
383,1,URS,aleksandr makarov,89.64,Athletics,javelin throw,Moscow,1980,men
384,2,GDR,wolfgang hanisch,86.72,Athletics,javelin throw,Moscow,1980,men
394,0,CUB,maria colon,68.4,Athletics,javelin throw,Moscow,1980,women
395,1,URS,saida gunba,67.76,Athletics,javelin throw,Moscow,1980,women
396,2,GDR,ute hommola,66.56,Athletics,javelin throw,Moscow,1980,women
408,0,GDR,lutz dombrowski,8.54,Athletics,long jump,Moscow,1980,men
409,1,GDR,frank paschek,8.21,Athletics,long jump,Moscow,1980,men
410,2,URS,valery podluzhny,8.18,Athletics,long jump,Moscow,1980,men
423,0,URS,tatiana kolpakova,7.06,Athletics,long jump,Moscow,1980,women
424,1,GDR,brigitte wujak,7.04,Athletics,long jump,Moscow,1980,women
425,2,URS,tatiana skachko,7.01,Athletics,long jump,Moscow,1980,women
438,0,GDR,waldemar cierpinski,02:11:03.000,Athletics,marathon,Moscow,1980,men
439,1,NED,gerard nijboer,02:11:20.000,Athletics,marathon,Moscow,1980,men
440,2,URS,setymkul dzhumanazarov,02:11:35.000,Athletics,marathon,Moscow,1980,men
514,0,URS,nadezhda tkachenko,999,Athletics,pentathlon,Moscow,1980,women
515,1,URS,olga rukavishnikova,1005,Athletics,pentathlon,Moscow,1980,women
516,2,URS,olga kuragina,1024,Athletics,pentathlon,Moscow,1980,women
533,0,POL,wladyslaw kozakiewicz,5.78,Athletics,pole vault,Moscow,1980,men
534,1,POL,tadeusz slusarski,5.65,Athletics,pole vault,Moscow,1980,men
535,2,URS,konstantin volkov,5.65,Athletics,pole vault,Moscow,1980,men
549,0,URS,vladimir kiselyov,21.35,Athletics,shot put,Moscow,1980,men
550,1,URS,aleksandr baryshnikov,21.08,Athletics,shot put,Moscow,1980,men
551,2,GDR,udo beyer,21.06,Athletics,shot put,Moscow,1980,men
562,0,GDR,ilona schoknecht-slupianek,21.85,Athletics,shot put,Moscow,1980,women
563,1,URS,esfir dolzhenko-krachevskaya,x,Athletics,shot put,Moscow,1980,women
564,2,GDR,margitta droese-pufe,20.36,Athletics,shot put,Moscow,1980,women
576,0,URS,yaak uudmae,17.35,Athletics,triple jump,Moscow,1980,men
577,1,URS,viktor saneev,17.24,Athletics,triple jump,Moscow,1980,men
578,2,BRA,joao carlos de oliveira,17.22,Athletics,triple jump,Moscow,1980,men
247,0,URS,vladimir salnikov,00:14:58.270,Swimming,1500m freestyle,Moscow,1980,men
248,1,URS,aleksandr chaev,00:15:14.300,Swimming,1500m freestyle,Moscow,1980,men
249,2,AUS,maxwell metzker,00:15:14.490,Swimming,1500m freestyle,Moscow,1980,men
0,0,URS,leonid taranenko,422.5,Weightlifting,100  110kg heavyweight,Moscow,1980,men
1,1,BUL,valentin christov,405,Weightlifting,100  110kg heavyweight,Moscow,1980,men
2,2,HUN,györgy szalai,390,Weightlifting,100  110kg heavyweight,Moscow,1980,men
13,0,URS,sultan rakhmanov,440,Weightlifting,110kg super heavyweight,Moscow,1980,men
14,1,GDR,jürgen heuser,410,Weightlifting,110kg super heavyweight,Moscow,1980,men
15,2,POL,tadeusz rutkowski,407.5,Weightlifting,110kg super heavyweight,Moscow,1980,men
25,0,URS,kanybek osmonaliev,245,Weightlifting,52kg flyweight,Moscow,1980,men
26,1,PRK,bong chol ho,245,Weightlifting,52kg flyweight,Moscow,1980,men
27,2,PRK,gyong si han,245,Weightlifting,52kg flyweight,Moscow,1980,men
43,0,URS,viktor mazin,290,Weightlifting,56 - 60kg (featherweight),Moscow,1980,men
44,1,BUL,stefan dimitrov,287.5,Weightlifting,56 - 60kg (featherweight),Moscow,1980,men
45,2,POL,marek seweryn,282.5,Weightlifting,56 - 60kg (featherweight),Moscow,1980,men
61,0,CUB,daniel nunez aguiar,275,Weightlifting,56kg bantamweight,Moscow,1980,men
62,1,URS,yurik sarkisian,270,Weightlifting,56kg bantamweight,Moscow,1980,men
63,2,POL,tadeusz dembonczyk,265,Weightlifting,56kg bantamweight,Moscow,1980,men
82,0,BUL,yanko rusev,342.5,Weightlifting,60-67.5kg lightweight,Moscow,1980,men
83,1,GDR,joachim kunz,335,Weightlifting,60-67.5kg lightweight,Moscow,1980,men
84,2,BUL,mincho pashev,325,Weightlifting,60-67.5kg lightweight,Moscow,1980,men
102,0,BUL,asen zlatev,360,Weightlifting,"67.5 - 75kg, (middleweight)",Moscow,1980,men
103,1,URS,aleksandr pervy,357.5,Weightlifting,"67.5 - 75kg, (middleweight)",Moscow,1980,men
104,2,BUL,nedelcho kolev,345,Weightlifting,"67.5 - 75kg, (middleweight)",Moscow,1980,men
118,0,URS,yuri vardanyan,400,Weightlifting,75  825kg lightheavyweight,Moscow,1980,men
119,1,BUL,blagoi blagoev,372.5,Weightlifting,75  825kg lightheavyweight,Moscow,1980,men
120,2,TCH,dusan poliacik,367.5,Weightlifting,75  825kg lightheavyweight,Moscow,1980,men
137,0,HUN,peter baczako,377.5,Weightlifting,825  90kg middleheavyweight,Moscow,1980,men
138,1,BUL,rumen aleksandrov,375,Weightlifting,825  90kg middleheavyweight,Moscow,1980,men
139,2,GDR,frank mantek,370,Weightlifting,825  90kg middleheavyweight,Moscow,1980,men
155,0,TCH,ota zaremba,395,Weightlifting,90 - 100kg (first-heavyweight),Moscow,1980,men
156,1,URS,igor nikitin,392.5,Weightlifting,90 - 100kg (first-heavyweight),Moscow,1980,men
157,2,CUB,alberto blanco fernandez,385,Weightlifting,90 - 100kg (first-heavyweight),Moscow,1980,men
0,0,FIN,lasse artturi virén,00:27:38.350,Athletics,10000m,Munich,1972,men
1,1,BEL,emiel puttemans,00:27:39.580,Athletics,10000m,Munich,1972,men
